threshold,sens_mean,sens_sd,sens_lo,sens_hi,spec_mean,spec_sd,spec_lo,spec_hi
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.01,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.02,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.03,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.04,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.05,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.06,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.07,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.08,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.09,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.1,1.0,0.0,1.0,1.0,0.026922746085439472,0.026292846522794403,0.0,0.08571428571428572
0.11,1.0,0.0,1.0,1.0,0.15766375841886726,0.058715529603871955,0.05551801801801802,0.2777777777777778
0.12,1.0,0.0,1.0,1.0,0.2886996770315651,0.07244123879263743,0.1499264705882353,0.42857142857142855
0.13,1.0,0.0,1.0,1.0,0.420023505957588,0.07909029786741284,0.2727272727272727,0.5789473684210527
0.14,1.0,0.0,1.0,1.0,0.632198804131251,0.0777098734956232,0.4864864864864865,0.7858082706766917
0.15,0.6004144993078819,0.167482858331347,0.25,0.9002272727272725,0.7088364362309054,0.07477977770571076,0.5588235294117647,0.85
0.16,0.4968755764660175,0.16816467516991906,0.14285714285714285,0.8333333333333334,0.8136004635911973,0.06447335586093025,0.6842105263157895,0.9285714285714286
0.17,0.39739424831704206,0.16432077035895468,0.1,0.7142857142857143,0.8681159076005002,0.05611536400621719,0.7559451219512195,0.9714285714285714
0.18,0.30138031078398786,0.15323775841507994,0.0,0.625,0.9740514187242586,0.025603629486727477,0.9166666666666666,1.0
0.19,0.30138031078398786,0.15323775841507994,0.0,0.625,0.9740514187242586,0.025603629486727477,0.9166666666666666,1.0
0.2,0.0,0.0,0.0,0.0,0.9740514187242586,0.025603629486727477,0.9166666666666666,1.0
0.21,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
0.22,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
